Solider," Hey! Solider: Shots fired! Where's it coming from? Solider: I have intruders in quad 6. William: Send a security team and take them out. Scott: The generator. It's worth a shot. Jean: Kurt? Scott: There's some kind of animal in there. Jean: It's no animal. It's a man. Kurt: Who is he? Jean: A part of himself has been taken away. Scott: What do you mean? Jean: I mean, they turned him into... ... some kind of weapon. Solider: Charlie 3, report. Did you find them? Solider: Turn it down. Solider: Fire! Solider: Weapon X is loose. I repeat. Weapon X is loose. Scott: You sure he's not an animal? Solider:- He's in the central halls. - Engaging target, Sector 5. We can't stop h... ! Solider: Hey! Moira: - What are they doing? Hank: - What's going on? Solider: I just lost the feed. - What's going on here? - Hey! William: I'll be right back. Solider: Move!"
Solider," Hey! Stay where you are! Jean: Scott, wait. I can help you. Scott: Jean. Jean: Logan. Logan. Scott: What did you do to him? Jean: I found a piece of his past and gave it back to him. Just a few memories I could reach. Scott: I hope that's the last we'd seen of that guy."
Hank," Kurt. Moira: - What? Peter: - What? Kurt: Hey. Stay away from the... Hank: The what? Kurt: Th... door... Stay away from the... Raven: - Get away from the door! Peter: - The door! The door! Kurt: On three. One. Two. Jean: We know where the Professor is. Scott: I think we might have a way out of here. Raven: Well, you've been busy. Scott: We had a... a little help. Let's go. Kurt: - Watch out! Peter: - Jesus! Kurt: Oh, sorry. Scott: This way. Apocalypse: This was meant to be the center of the universe before I was betrayed. Now. It will be."
Hank,"Nice. Raven: Hey, Hank. Do you think you can fly this thing? Hank: Yeah, I can figure it out Scott:. Hey, guys. Flight suits. Raven: You got your warplane. Let's go to war. Apocalypse: A gift... From the past you left behind. And the future that lies ahead. You, will reach down, my son, deep into the Earth. Rip everything they built from the ground. Wipe clean this world. And we will lead those that survived. Into to a better one. Charles: And me? Am I to play a role in this madness? Apocalypse: You have the most important role of all. Jean: Were you scared? That day in DC, were you scared? Raven: No. But I was scared on my first mission. I was on a plane like this with my friends. About your age. We called ourselves the X-Men. Your brother was there. We used to call Havoc. He was a real handful, but... When it came down to it, he was very brave. Kurt: What happened to the rest of the kids that went with you? The X-Men. Hank: Hank and I are the only ones left. I couldn't save the rest of them. I told you, I'm not a hero. Jean: Well, you're a hero to us. Seeing you that day on TV changed my life. Kurt: My too. Peter: My too. I mean, I still live in my mom's basement, but... Everything else is... Well, it's pretty much the same. I'm a total loser. Scientist: What we're seeing is a magnetic phenomenon on a much larger scale than we saw in Auschwitz. The ground is full of magnetic elements. Iron, nickel, cobalt. The ocean's floor is lying with them too. It's already begun, at the lowest depths. Land masses will slow it, but not for long. Eventually, cities, urban centers. Anything built since the Bronze Age will be wiped away. The death toll will be billions. General: He's talking about the whole god damn world. Charles: You're just another false god. And whoever's left to follow you when this is all over. They will betray you again. Apocalypse: You're wrong, Charles. For the first time in a thousand lifetimes... I have you. For all my gifts, I've yet to possess the one I needed most. To be... everywhere. To be... everyone. Hank: Seventh wonder, 12 o'clock. Jean: He has the Professor in the center of the pyramid. He's going to transfer his consciousness into the Professor. If he does that, he'll have the power to control every mind in the world. Moira:What the hell is that? Raven: It's Erik. You guys help Nightcrawler get into the pyramid. Get Charles. I'll take care of Erik. Hank: How are you going to get through that? Peter: I can get you in there. I came here for him. Let me help you. Raven: The rest of you, get Charles on this plane and get him out of here."
Nightcrawler," - We're not leaving without you! Peter: - Don't worry. We'll catch up. Raven: Hold on. Raven: Hank, you go with the kids. - Moira will be waiting on the plane. Scott: - Wait. Raven: What? Scott: Not all of us can fully control our powers. Raven: Then, don't. You need to embrace them. We all do. Apocalypse: Go, join the others. Protect me until the transference is complete. Hank: There's an entrance. It's clear. Kurt. Get in there! Hank: In the pyramid. Move! Go! Psylocke: Split them up. Jean: Professor. Kurt, you have to hurry! Kurt: I'm trying. It's like a maze in here. Jean: Kurt, no! Peter: The magnetic field is too strong, I can't get us in there. Raven: Erik! Erik: Mystique. Raven: I know you think you've lost everything. But, you haven't. You have me. You have Charles. You have more family than you know. You never had the chance to save your family before. But you do now. That's what I've come here to tell you. Erik: And you? Peter: I'm your... I'm here for my family too. Charles: Get out! Get out! GET OUT !!! Kurt: Arrivederci. Jean: We're losing him. Kurt: I'll be right back. Scott, glasses on! Hank: Let's go! Hank: - Lock on. Moira: - Here we go. Angel: Psylocke! Moira: What the hell was that? Jean: Kurt. Everyone grab hold of Nightcrawler! Kurt: I've never done it with this many people. Jean: Get us out of here. Kurt, hurry! Kurt! Raven: Charles. Scott: Is he okay? Jean: It's his energy. He's drained. Charles: No. Get out. Get... Get out!"
Jean,"Professor. Professor, it's okay. You're with us. It's okay. Raven: I'm going to go fight for what I have left. Are you?"
Charles,"(During a flashback Erik has) There's so much more than you than you know. Not just pain and anger. There's good too. I felt it. It's not just me you're walking away from. Here you have the chance to be part of something much bigger than yourself. And it needs you, Erik."
Apocalypse, Useless. Apocalypse: Charles. I know you can hear me. We're still connected. Charles! Show yourself! CHARLES! SHOW YOURSELF! Apocalypse: Foolish child.
Charles,"Peter. Apocalypse: End him. Charles: Raven. Apocayplse: The great hero. Hank: - I'm going out there. Scott: - I'm going with you. Charles: No. - It's me he wants. Moria: - Charles, you can't give yourself up. If he has you, he has us all. The whole world. Apocalypse: You are feeble. Just like the others. Charles! Come! Rescue your weakling! Give your life, for their's! Charles: No. He was right. There is still some part of me connected to him."
Apocalypse, Charles! Charles: I can get inside his head. Apocalypse: Will you do nothing? Charles: Thank you for letting me in. You want what I have? You want to feel what I feel? Welcome to my world! You're in my house now! Apocalypse: You'll need a bigger house. You betray me? Erik: No. I betrayed them.
Hank,"Let's jump. Scott: What? Hank: Cover me. I got you. Peter: Come on! Apocalypse: They lack strength, Charles. Charles:Jean. Apocalypse: Come here. Charles: Help... Me. Hank: Stay here. Moira: They can't stop him. Charles: Jean. Help me! Scott: Hank! Hank! Apocalypse: It's over, Charles. You're finished. You're mine now. Charles: You will never win. Apocalypse: And why is that? Charles: Because you are alone. And I am not! Let ... go. Unleash your power, Jean. No fear. Unleash your power! Let go, Jean! Jean, let go! Hank: He's getting away. Apocalypse: All is revealed. Moira: Charles! Charles! - We've lost him! Hank: - Charles. Moira: - He's gone. Hank: - No, Charles. Charles... Jean: No, he's not. I can still feel him. Charles: Thank you, Jean. Moira: Charles? Charles, do you know where you are? Charles: I'm on a beach. In Cuba. With you. Moira: What beach?"
