,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
634,Tony Stark,Do you buy that?,"[{'content': u'Do you buy that?', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}","[{'mentions': [u'you'], 'type': 'PERSON', 'name': 'Harley Keener'}]","[{'index': 2, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Do', 'lemma': u'Do'}, {'index': 2, 'begin': 3, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Harley Keener']}, {'index': 2, 'begin': 7, 'pos': u'VERB', 'label': u'ROOT', 'content': u'buy', 'lemma': u'buy'}, {'index': 2, 'begin': 11, 'pos': u'DET', 'label': u'DOBJ', 'content': u'that', 'lemma': u'that'}, {'index': 2, 'begin': 15, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",1,-0.01,Harley Keener,Harley Keener,"['Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark']"
635,Harley Keener,That's what everyone says. You know what this crater reminds me of?,"[{'content': u""That's what everyone says."", 'begin': 0, 'score': 0.3, 'magnitude': 0.3}, {'content': u'You know what this crater reminds me of?', 'begin': 27, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.2, 'magnitude': 0.5}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.81152016, 'name': u'everyone', 'mentions': [u'everyone']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.18847983, 'name': u'crater', 'mentions': [u'crater']}, {'mentions': [u'You'], 'type': 'PERSON', 'name': 'Tony Stark'}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'Harley Keener'}]","[{'index': 1, 'begin': 0, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'That', 'lemma': u'That'}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 4, 'begin': 7, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'what', 'lemma': u'what'}, {'index': 4, 'begin': 12, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'everyone', 'lemma': u'everyone'}, {'index': 1, 'begin': 21, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'says', 'lemma': u'say'}, {'index': 1, 'begin': 25, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 27, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Tony Stark']}, {'index': 7, 'begin': 31, 'pos': u'VERB', 'label': u'ROOT', 'content': u'know', 'lemma': u'know'}, {'index': 11, 'begin': 36, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'what', 'lemma': u'what'}, {'index': 10, 'begin': 41, 'pos': u'DET', 'label': u'DET', 'content': u'this', 'lemma': u'this'}, {'index': 11, 'begin': 46, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'crater', 'lemma': u'crater'}, {'index': 7, 'begin': 53, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'reminds', 'lemma': u'remind'}, {'index': 11, 'begin': 61, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'me', 'lemma': u'me', 'char': ['Harley Keener']}, {'index': 11, 'begin': 64, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 7, 'begin': 66, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",2,0.1,Tony Stark,Tony Stark,"['Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener']"
636,Tony Stark,No idea. I'm not...I don't care.,"[{'content': u'No idea.', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}, {'content': u""I'm not...I don't care."", 'begin': 9, 'score': -0.6, 'magnitude': 0.6}]","{'score': -0.5, 'magnitude': 1}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'idea', 'mentions': [u'idea']}, {'mentions': [u'I', u'I'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 1, 'begin': 0, 'pos': u'DET', 'label': u'DET', 'content': u'No', 'lemma': u'No'}, {'index': 1, 'begin': 3, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'idea', 'lemma': u'idea'}, {'index': 1, 'begin': 7, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 9, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 4, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'m"", 'lemma': u'be'}, {'index': 4, 'begin': 13, 'pos': u'ADV', 'label': u'NEG', 'content': u'not', 'lemma': u'not'}, {'index': 4, 'begin': 16, 'pos': u'PUNCT', 'label': u'P', 'content': u'...', 'lemma': u'...'}, {'index': 10, 'begin': 19, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 10, 'begin': 21, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 10, 'begin': 23, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 4, 'begin': 27, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'care', 'lemma': u'care'}, {'index': 4, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",2,-0.5,Harley Keener,Harley Keener,"['Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark']"
637,Harley Keener,"That giant wormhole, in um...in New York. Does it remind you?","[{'content': u'That giant wormhole, in um...in New York.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u'Does it remind you?', 'begin': 42, 'score': 0, 'magnitude': 0}]","{'score': 0.1, 'magnitude': 0.2}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.839188, 'name': u'wormhole', 'mentions': [u'wormhole']}, {'type': u'LOCATION', 'meta': {u'mid': u'/m/02_286', u'wikipedia_url': u'http://en.wikipedia.org/wiki/New_York_City'}, 'salience': 0.160812, 'name': u'New York', 'mentions': [u'New York']}, {'mentions': [u'you'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 2, 'begin': 0, 'pos': u'DET', 'label': u'DET', 'content': u'That', 'lemma': u'That'}, {'index': 2, 'begin': 5, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'giant', 'lemma': u'giant'}, {'index': 2, 'begin': 11, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'wormhole', 'lemma': u'wormhole'}, {'index': 2, 'begin': 19, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 2, 'begin': 21, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 4, 'begin': 24, 'pos': u'X', 'label': u'POBJ', 'content': u'um', 'lemma': u'um'}, {'index': 2, 'begin': 26, 'pos': u'PUNCT', 'label': u'P', 'content': u'...', 'lemma': u'...'}, {'index': 2, 'begin': 29, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 9, 'begin': 32, 'pos': u'NOUN', 'label': u'NN', 'content': u'New', 'lemma': u'New'}, {'index': 7, 'begin': 36, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'York', 'lemma': u'York'}, {'index': 2, 'begin': 40, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 13, 'begin': 42, 'pos': u'VERB', 'label': u'AUX', 'content': u'Does', 'lemma': u'do'}, {'index': 13, 'begin': 47, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'it', 'lemma': u'it'}, {'index': 13, 'begin': 50, 'pos': u'VERB', 'label': u'ROOT', 'content': u'remind', 'lemma': u'remind'}, {'index': 13, 'begin': 57, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 13, 'begin': 60, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",1,0.02,Tony Stark,Tony Stark,"['Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener']"
638,Tony Stark,That's manipulative. I don't want to talk about it.,"[{'content': u""That's manipulative."", 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""I don't want to talk about it."", 'begin': 21, 'score': -0.2, 'magnitude': 0.2}]","{'score': 0, 'magnitude': 0.3}","[{'mentions': [u'I'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 1, 'begin': 0, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'That', 'lemma': u'That'}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 1, 'begin': 7, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'manipulative', 'lemma': u'manipulative'}, {'index': 1, 'begin': 19, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 21, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 7, 'begin': 23, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 7, 'begin': 25, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 7, 'begin': 29, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 9, 'begin': 34, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 7, 'begin': 37, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'talk', 'lemma': u'talk'}, {'index': 9, 'begin': 42, 'pos': u'ADP', 'label': u'PREP', 'content': u'about', 'lemma': u'about'}, {'index': 10, 'begin': 48, 'pos': u'PRON', 'label': u'POBJ', 'content': u'it', 'lemma': u'it'}, {'index': 7, 'begin': 50, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.0,Harley Keener,Harley Keener,"['Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark']"
639,Harley Keener,Are they coming back? The aliens?,"[{'content': u'Are they coming back?', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}, {'content': u'The aliens?', 'begin': 22, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.3}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'aliens', 'mentions': [u'aliens']}, {'mentions': [u'they'], 'type': 'PERSON', 'name': 'Tony Stark'}, {'mentions': [u'they'], 'type': 'PERSON', 'name': 'Pepper Potts'}, {'mentions': [u'they'], 'type': 'PERSON', 'name': 'Maya Hansen'}]","[{'index': 2, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Are', 'lemma': u'be'}, {'index': 2, 'begin': 4, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'they', 'lemma': u'they', 'char': ['Tony Stark', 'Pepper Potts', 'Maya Hansen']}, {'index': 2, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u'coming', 'lemma': u'come'}, {'index': 2, 'begin': 16, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'back', 'lemma': u'back'}, {'index': 2, 'begin': 20, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 6, 'begin': 22, 'pos': u'DET', 'label': u'DET', 'content': u'The', 'lemma': u'The'}, {'index': 6, 'begin': 26, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'aliens', 'lemma': u'alien'}, {'index': 6, 'begin': 32, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",1,-0.03,Tony Stark,Tony Stark,"['Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener']"
640,Tony Stark,"Maybe. Can you stop? Remember when I told you, that I have an anxiety issue?","[{'content': u'Maybe.', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Can you stop?', 'begin': 7, 'score': 0, 'magnitude': 0}, {'content': u'Remember when I told you, that I have an anxiety issue?', 'begin': 21, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'anxiety issue', 'mentions': [u'anxiety issue']}, {'mentions': [u'you', u'you'], 'type': 'PERSON', 'name': 'Harley Keener'}, {'mentions': [u'I', u'I'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 0, 'begin': 0, 'pos': u'ADV', 'label': u'ROOT', 'content': u'Maybe', 'lemma': u'Maybe'}, {'index': 0, 'begin': 5, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 7, 'pos': u'VERB', 'label': u'AUX', 'content': u'Can', 'lemma': u'Can'}, {'index': 4, 'begin': 11, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Harley Keener']}, {'index': 4, 'begin': 15, 'pos': u'VERB', 'label': u'ROOT', 'content': u'stop', 'lemma': u'stop'}, {'index': 4, 'begin': 19, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 6, 'begin': 21, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Remember', 'lemma': u'Remember'}, {'index': 9, 'begin': 30, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'when', 'lemma': u'when'}, {'index': 9, 'begin': 35, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 6, 'begin': 37, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'told', 'lemma': u'tell'}, {'index': 9, 'begin': 42, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'you', 'lemma': u'you', 'char': ['Harley Keener']}, {'index': 9, 'begin': 45, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 14, 'begin': 47, 'pos': u'ADP', 'label': u'MARK', 'content': u'that', 'lemma': u'that'}, {'index': 14, 'begin': 52, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 9, 'begin': 54, 'pos': u'VERB', 'label': u'DEP', 'content': u'have', 'lemma': u'have'}, {'index': 17, 'begin': 59, 'pos': u'DET', 'label': u'DET', 'content': u'an', 'lemma': u'an'}, {'index': 17, 'begin': 62, 'pos': u'NOUN', 'label': u'NN', 'content': u'anxiety', 'lemma': u'anxiety'}, {'index': 14, 'begin': 70, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'issue', 'lemma': u'issue'}, {'index': 6, 'begin': 75, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",4,-0.04,Harley Keener,Harley Keener,"['Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark']"
641,Harley Keener,Does this subject make you...make you edgy?,"[{'content': u'Does this subject make you...make you edgy?', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'subject', 'mentions': [u'subject']}, {'mentions': [u'you', u'you'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 3, 'begin': 0, 'pos': u'VERB', 'label': u'AUX', 'content': u'Does', 'lemma': u'do'}, {'index': 2, 'begin': 5, 'pos': u'DET', 'label': u'DET', 'content': u'this', 'lemma': u'this'}, {'index': 3, 'begin': 10, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'subject', 'lemma': u'subject'}, {'index': 3, 'begin': 18, 'pos': u'VERB', 'label': u'ROOT', 'content': u'make', 'lemma': u'make'}, {'index': 6, 'begin': 23, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 6, 'begin': 26, 'pos': u'PUNCT', 'label': u'DEP', 'content': u'...', 'lemma': u'...'}, {'index': 3, 'begin': 29, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'make', 'lemma': u'make'}, {'index': 8, 'begin': 34, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 6, 'begin': 38, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'edgy', 'lemma': u'edgy'}, {'index': 3, 'begin': 42, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",2,0.01,Tony Stark,Tony Stark,"['Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener']"
642,Tony Stark,"Yeah, a little bit. Can I just catch my breath for a second?","[{'content': u'Yeah, a little bit.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}, {'content': u'Can I just catch my breath for a second?', 'begin': 20, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.2, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.7284535, 'name': u'bit', 'mentions': [u'bit']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.17507464, 'name': u'second', 'mentions': [u'second']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.09647183, 'name': u'breath', 'mentions': [u'breath']}, {'mentions': [u'I', u'my'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 4, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Yeah', 'lemma': u'Yeah'}, {'index': 4, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 6, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 4, 'begin': 8, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'little', 'lemma': u'little'}, {'index': 4, 'begin': 15, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'bit', 'lemma': u'bit'}, {'index': 4, 'begin': 18, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 9, 'begin': 20, 'pos': u'VERB', 'label': u'AUX', 'content': u'Can', 'lemma': u'Can'}, {'index': 9, 'begin': 24, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 9, 'begin': 26, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'just', 'lemma': u'just'}, {'index': 9, 'begin': 31, 'pos': u'VERB', 'label': u'ROOT', 'content': u'catch', 'lemma': u'catch'}, {'index': 11, 'begin': 37, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my', 'char': ['Tony Stark']}, {'index': 9, 'begin': 40, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'breath', 'lemma': u'breath'}, {'index': 9, 'begin': 47, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 14, 'begin': 51, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 12, 'begin': 53, 'pos': u'ADJ', 'label': u'POBJ', 'content': u'second', 'lemma': u'second'}, {'index': 9, 'begin': 59, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",2,0.08,Harley Keener,Harley Keener,"['Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark']"
643,Harley Keener,Are there bad guys in Rose Hills? Do you...do you need a plastic bag to breathe into? Do you have medication?,"[{'content': u'Are there bad guys in Rose Hills?', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}, {'content': u'Do you...do you need a plastic bag to breathe into?', 'begin': 34, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Do you have medication?', 'begin': 86, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.2, 'magnitude': 0.7}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.6594536, 'name': u'guys', 'mentions': [u'guys']}, {'type': u'LOCATION', 'meta': {}, 'salience': 0.19132747, 'name': u'Rose Hills', 'mentions': [u'Rose Hills']}, {'type': u'CONSUMER_GOOD', 'meta': {}, 'salience': 0.09324477, 'name': u'bag', 'mentions': [u'bag']}, {'type': u'CONSUMER_GOOD', 'meta': {}, 'salience': 0.055974226, 'name': u'medication', 'mentions': [u'medication']}, {'mentions': [u'you', u'you', u'you'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Are', 'lemma': u'be'}, {'index': 0, 'begin': 4, 'pos': u'DET', 'label': u'EXPL', 'content': u'there', 'lemma': u'there'}, {'index': 3, 'begin': 10, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'bad', 'lemma': u'bad'}, {'index': 0, 'begin': 14, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'guys', 'lemma': u'guy'}, {'index': 3, 'begin': 19, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 6, 'begin': 22, 'pos': u'NOUN', 'label': u'NN', 'content': u'Rose', 'lemma': u'Rose'}, {'index': 4, 'begin': 27, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Hills', 'lemma': u'Hills'}, {'index': 0, 'begin': 32, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 13, 'begin': 34, 'pos': u'VERB', 'label': u'AUX', 'content': u'Do', 'lemma': u'Do'}, {'index': 13, 'begin': 37, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 13, 'begin': 40, 'pos': u'PUNCT', 'label': u'DEP', 'content': u'...', 'lemma': u'...'}, {'index': 13, 'begin': 43, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 13, 'begin': 46, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 13, 'begin': 50, 'pos': u'VERB', 'label': u'ROOT', 'content': u'need', 'lemma': u'need'}, {'index': 16, 'begin': 55, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 16, 'begin': 57, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'plastic', 'lemma': u'plastic'}, {'index': 13, 'begin': 65, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'bag', 'lemma': u'bag'}, {'index': 18, 'begin': 69, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 16, 'begin': 72, 'pos': u'VERB', 'label': u'VMOD', 'content': u'breathe', 'lemma': u'breathe'}, {'index': 18, 'begin': 80, 'pos': u'ADP', 'label': u'PREP', 'content': u'into', 'lemma': u'into'}, {'index': 13, 'begin': 84, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 23, 'begin': 86, 'pos': u'VERB', 'label': u'AUX', 'content': u'Do', 'lemma': u'Do'}, {'index': 23, 'begin': 89, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 23, 'begin': 93, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 23, 'begin': 98, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'medication', 'lemma': u'medication'}, {'index': 23, 'begin': 108, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",3,-0.14,Tony Stark,Tony Stark,"['Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener']"
644,Tony Stark,Nope.,"[{'content': u'Nope.', 'begin': 0, 'score': -0.7, 'magnitude': 0.7}]","{'score': -0.7, 'magnitude': 0.7}",[],"[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Nope', 'lemma': u'Nope'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,-0.49,Harley Keener,Harley Keener,"['Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark'
 'Harley Keener' 'Tony Stark' 'Harley Keener' 'Tony Stark' 'Harley Keener'
 'Tony Stark']"
